ID,Sex,Age,HiQual,Work,MarStat,NumAdult,NumChild,Accom,Tenure,NumRooms,TVSet,Cable,Comp,HmIntnet,SleepHours,EmploymentHours,ComputingHours,ReadingHours,TVVideoHours,RadioMusicHours,Degree
4981,Male,74,Don't know,Retired,Divorced/Separated,1,0,House or bungalow,Renter (Private),3,Yes,Yes,No,No,7,0,0,0,10,0,No University Degree
4983,Male,54,City and Guilds,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Renter (Public),4,Yes,Yes,Yes,Yes,8.666666667,0,0.5,0,1.833333333,0,No University Degree
4985,Male,77, A level/GCE in Applied Subjects or equivalent,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,3,Yes,Yes,No,No,7.666666667,0,0,0,3.333333333,0,No University Degree
4987,Female,59,BTEC/BEC/TEC/EdExcel/LQL,Employed,Married/Partnership/Cohabiting,2,3,House or bungalow,Owner,9,Yes,Yes,Yes,Yes,9,0,0,0,3.166666667,0,No University Degree
4989,Male,61,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,3,House or bungalow,Owner,9,Yes,Yes,Yes,Yes,6.333333333,6.5,0,0.833333333,3.333333333,0,University Degree
4991,Female,52,None of the above,Not in empl.,Married/Partnership/Cohabiting,2,0,House or bungalow,Renter (Public),3,Yes,No,Yes,No,4.833333333,0,0,0,6.5,0,No University Degree
4993,Male,50,None of the above,Disabled,Married/Partnership/Cohabiting,2,0,House or bungalow,Renter (Public),3,Yes,No,Yes,No,11.33333333,0,0,0,0.666666667,0,No University Degree
4995,Male,47,cse,Not in empl.,Divorced/Separated,2,1,House or bungalow,Renter (Private),6,Yes,Yes,Yes,Yes,7,0,0,0,6.333333333,0,No University Degree
5001,Female,48,cse,Employed,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,7.833333333,0,0,0,2.5,0,No University Degree
5003,Female,57,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,5,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,4,0,0,0,2,0,University Degree
5009,Male,77,"Degree level qualification incl. foundation degrees, graduat",Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,8,Yes,Yes,Yes,Yes,7.833333333,0,0.166666667,2.5,2.5,0,University Degree
5011,Female,71, A level/GCE in Applied Subjects or equivalent,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,8,Yes,Yes,Yes,Yes,8.166666667,0,0.166666667,1.666666667,0.666666667,0.333333333,No University Degree
5013,Male,82,NVQ / SVQ,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,6,Yes,No,Yes,Yes,7.833333333,0,0.5,0,1.833333333,0,No University Degree
5015,Female,82,NVQ / SVQ,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,6,Yes,No,Yes,Yes,8,0,0,2.666666667,3,0,No University Degree
5017,Male,63,HNC / HND,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,7.333333333,8.166666667,0.5,0,0.5,0,No University Degree
5019,Female,64,None of the above,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,8,0,0,0,0.5,0,No University Degree
5021,Male,63,ONC / OND,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,6,Yes,No,Yes,Yes,8.666666667,0,0,1.166666667,4,0,No University Degree
5023,Female,60,BTEC/BEC/TEC/EdExcel/LQL,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,6,Yes,No,Yes,Yes,8.166666667,7.833333333,0,0,0.5,0,No University Degree
5025,Male,72,HNC / HND,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,3,Yes,Yes,Yes,Yes,7.666666667,0,1.5,0.166666667,3.166666667,0,No University Degree
5027,Female,64,None of the above,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,3,Yes,Yes,Yes,Yes,6.833333333,0,0,0.333333333,3.833333333,0,No University Degree
5029,Male,72,City and Guilds,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,7.5,0,0,1.5,7.5,0,No University Degree
5031,Female,68,Diploma in higher education,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,8.833333333,0,0.833333333,0.666666667,1.833333333,0,No University Degree
5033,Male,53,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,2,House or bungalow,Owner,7,Yes,No,Yes,Yes,6.333333333,0,0,0.666666667,1.833333333,0,University Degree
5035,Female,38,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,2,House or bungalow,Owner,7,Yes,No,Yes,Yes,8,2.166666667,0,0.833333333,1.833333333,0,University Degree
5039,Female,32,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Renter (Private),2,Yes,Yes,Yes,Yes,6.166666667,8.5,0.166666667,0,0.166666667,0,University Degree
5041,Male,44,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Renter (Private),2,Yes,Yes,Yes,Yes,9.166666667,0,2.333333333,0,4.5,0,University Degree
5045,Female,41,GCSE/Vocational GCSE,Not in empl.,Married/Partnership/Cohabiting,3,0,House or bungalow,Renter (Private),3,Yes,Yes,Yes,Yes,8.833333333,0,0,0,2.5,0,No University Degree
5049,Female,21,Teaching qualification (excluding PGCE),Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Renter (Private),4,Yes,Yes,Yes,Yes,10,6.5,0,0,1.5,0,No University Degree
5051,Male,23,GCSE/Vocational GCSE,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Renter (Private),4,Yes,Yes,Yes,Yes,15,6.5,0,0,0,0,No University Degree
5053,Female,36, A level/GCE in Applied Subjects or equivalent,Not in empl.,Married/Partnership/Cohabiting,2,3,House or bungalow,Renter (Private),5,Yes,No,Yes,Yes,8.833333333,0,0,0,4.833333333,1,No University Degree
5055,Male,47,GCSE/Vocational GCSE,Employed,Married/Partnership/Cohabiting,2,3,House or bungalow,Renter (Private),5,Yes,No,Yes,Yes,10,0,0,0,5.5,0,No University Degree
5057,Female,56,NVQ / SVQ,Employed,Married/Partnership/Cohabiting,4,0,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,8.166666667,0,0.333333333,0,0,0,No University Degree
5059,Female,19,New Diploma,Student,"Single, never married",4,0,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,12,0,0,0,5,0,No University Degree
5061,Female,46,GCSE/Vocational GCSE,Employed,Married/Partnership/Cohabiting,3,1,House or bungalow,Owner,3,Yes,Yes,Yes,Yes,6,2.5,5,0,2.666666667,0,No University Degree
5063,Male,48,O level or equivalent,Employed,Married/Partnership/Cohabiting,3,1,House or bungalow,Owner,3,Yes,Yes,Yes,Yes,7.166666667,6.5,0,0,4.833333333,0,No University Degree
5069,Female,57,GCSE/Vocational GCSE,Employed,Divorced/Separated,1,0,House or bungalow,Renter (Private),4,No,No,Yes,Yes,8.833333333,0,2.166666667,0,3,0,No University Degree
5071,Female,66,None of the above,Employed,Divorced/Separated,1,0,House or bungalow,Owner,4,Yes,Yes,No,No,7.333333333,7.5,0,0,3.833333333,0,No University Degree
5073,Female,55,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,5.666666667,9.166666667,0,0,1.666666667,0,University Degree
5075,Male,59,HNC / HND,Employed,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,7.666666667,0,0.666666667,0,1.833333333,0,No University Degree
5077,Male,59, A level/GCE in Applied Subjects or equivalent,Employed,Widowed,3,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,10.5,0.166666667,3.5,0,3,0,No University Degree
5079,Female,64,None of the above,Not in empl.,Married/Partnership/Cohabiting,2,0,House or bungalow,Renter (Public),3,Yes,Yes,Yes,Yes,6,0,2,0,2.5,0,No University Degree
5081,Male,58,None of the above,Disabled,Married/Partnership/Cohabiting,2,0,House or bungalow,Renter (Public),3,Yes,Yes,Yes,Yes,6.166666667,0,0,2.833333333,10.16666667,0,No University Degree
5083,Female,70,NVQ / SVQ,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,7,Yes,No,Yes,Yes,7.5,0,0.5,1.833333333,0.833333333,0,No University Degree
5085,Male,83,None of the above,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,7,Yes,No,Yes,Yes,7.666666667,0,0,1.333333333,3.166666667,0,No University Degree
5087,Female,68,O level or equivalent,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,7.5,0,0.333333333,2.5,4.333333333,0,No University Degree
5089,Male,71,O level or equivalent,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,7.333333333,0,0.333333333,1.833333333,6.333333333,0,No University Degree
5091,Female,58, A level/GCE in Applied Subjects or equivalent,Employed,Divorced/Separated,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,8.333333333,0,0,0,2.666666667,0.333333333,No University Degree
5093,Female,22,"Degree level qualification incl. foundation degrees, graduat",Not in empl.,"Single, never married",2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,7.666666667,0,1.5,0,6,0,University Degree
5095,Male,39,NVQ / SVQ,Employed,Married/Partnership/Cohabiting,2,2,House or bungalow,Owner,7,Yes,No,Yes,Yes,6,0,0.166666667,0,1.333333333,0,No University Degree
5097,Female,32,NVQ / SVQ,Not in empl.,Married/Partnership/Cohabiting,2,2,House or bungalow,Owner,7,Yes,No,Yes,Yes,6.5,0,1,0,1.166666667,0,No University Degree
5101,Male,58, A level/GCE in Applied Subjects or equivalent,Employed,Married/Partnership/Cohabiting,2,1,House or bungalow,Owner,5,Yes,No,Yes,Yes,9.5,7.666666667,0,0,0,0,No University Degree
5103,Female,48,Diploma in higher education,Employed,Married/Partnership/Cohabiting,2,1,House or bungalow,Owner,5,Yes,No,Yes,Yes,6.166666667,0,0.333333333,0,1.333333333,0,No University Degree
5105,Female,69, A level/GCE in Applied Subjects or equivalent,Employed,Widowed,1,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,5.833333333,6.166666667,0.166666667,0.333333333,0.5,0.166666667,No University Degree
5107,Male,34,New Diploma,Not in empl.,Married/Partnership/Cohabiting,2,2,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,8.333333333,0,0,0,2,0,No University Degree
5109,Male,45,O level or equivalent,Unemployed,Married/Partnership/Cohabiting,2,2,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,5,0.166666667,0.833333333,0.166666667,3,0,No University Degree
5111,Female,96,Don't know,Retired,Widowed,1,0,House or bungalow,Owner,6,Yes,No,Yes,Yes,9.5,0,0,4.833333333,1.5,0,No University Degree
5113,Female,46,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,2,House or bungalow,Owner,7,Yes,Yes,Yes,Yes,9,8.5,0.333333333,0.333333333,0,0.166666667,University Degree
5115,Male,45,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,2,House or bungalow,Owner,7,Yes,Yes,Yes,Yes,7.5,6.666666667,0.333333333,0,0,0.5,University Degree
5121,Male,32,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,0,Flat or maisonette,Owner,2,Yes,No,Yes,Yes,8.5,0,0,0,1.166666667,0,University Degree
5123,Male,71,None of the above,Employed,Divorced/Separated,1,0,Flat or maisonette,Renter (Public),2,Yes,Yes,Yes,Yes,5.833333333,0,0,0,3.166666667,0,No University Degree
5125,Female,55,O level or equivalent,Not in empl.,Married/Partnership/Cohabiting,5,0,House or bungalow,Renter (Public),5,Yes,Yes,Yes,Yes,8.166666667,0,0,0,0.5,0,No University Degree
5127,Male,61,"Degree level qualification incl. foundation degrees, graduat",Employed,"Single, never married",1,0,Flat or maisonette,Owner,1,Yes,No,Yes,Yes,9.666666667,8.833333333,0,0.166666667,1.5,0,University Degree
5129,Female,33,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,1,House or bungalow,Owner,3,Yes,Yes,Yes,Yes,6.5,0,0.166666667,0,1.833333333,0,University Degree
5131,Female,21, A level/GCE in Applied Subjects or equivalent,Employed,"Single, never married",1,1,Flat or maisonette,Renter (Public),2,Yes,No,Yes,No,8.5,5.666666667,0,0,2.166666667,0,No University Degree
5133,Female,48,"Degree level qualification incl. foundation degrees, graduat",Unemployed,"Single, never married",3,0,House or bungalow,Renter (Public),3,Yes,No,Yes,Yes,3.166666667,0,1,2.5,7.833333333,0.833333333,University Degree
5135,Male,26,NVQ / SVQ,Unemployed,"Single, never married",3,0,House or bungalow,Renter (Public),3,Yes,No,Yes,Yes,5.5,0,2.833333333,0,3.833333333,1.833333333,No University Degree
5137,Male,22,"Degree level qualification incl. foundation degrees, graduat",Employed,"Single, never married",3,0,House or bungalow,Renter (Public),3,Yes,No,Yes,Yes,6,0,6.5,0,10.66666667,0,University Degree
5139,Male,53,Diploma in higher education,Employed,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,9.333333333,7.5,0.5,0,2.5,0,No University Degree
5141,Male,61,"Degree level qualification incl. foundation degrees, graduat",Retired,Widowed,1,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,7.833333333,0,0.5,1,0,0,University Degree
5143,Female,81,City and Guilds,Retired,Widowed,1,0,House or bungalow,Owner,3,Yes,No,Yes,Yes,8.333333333,0,2.166666667,0,2.5,0.5,No University Degree
5145,Female,32,Item not applicable,Not in empl.,NA,2,3,House or bungalow,Renter (Private),3,Yes,Yes,Yes,Yes,8.666666667,0,0,0,0,0,No University Degree
5147,Male,28,GCSE/Vocational GCSE,Employed,Married/Partnership/Cohabiting,2,3,House or bungalow,Renter (Private),3,Yes,Yes,Yes,Yes,7.166666667,12.16666667,0,0,1.166666667,0,No University Degree
5153,Female,55,Nursing or other medical qualification not yet mentioned,Employed,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,8,Yes,Yes,Yes,Yes,9.5,0,0,2.166666667,0,0,No University Degree
5155,Male,58,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,8,Yes,Yes,Yes,Yes,10.33333333,0,0,1.166666667,0,1,University Degree
5157,Female,21,"Degree level qualification incl. foundation degrees, graduat",Employed,"Single, never married",3,0,House or bungalow,Owner,8,Yes,Yes,Yes,Yes,5.333333333,6.5,0.166666667,0,4.333333333,0,University Degree
5159,Female,55,Nursing or other medical qualification not yet mentioned,Disabled,"Single, never married",1,0,House or bungalow,Renter (Public),2,Yes,Yes,No,No,13,0,0,0,0,0,No University Degree
5161,Male,46,None of the above,Employed,Divorced/Separated,2,0,House or bungalow,Owner,3,Yes,Yes,Yes,Yes,7,3.833333333,0,0,2,0,No University Degree
5165,Male,63,NVQ / SVQ,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,7.5,5,0,0,2.666666667,0,No University Degree
5167,Female,63,Teaching qualification (excluding PGCE),Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,7.166666667,0,0,0.833333333,2,0.833333333,No University Degree
5169,Male,80, A level/GCE in Applied Subjects or equivalent,Employed,Married/Partnership/Cohabiting,1,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,7,0,0,0,3.333333333,0,No University Degree
5171,Male,85,Any other professional/vocational/foreign qualifications,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,9.333333333,0,0.833333333,1,2,0,No University Degree
5173,Female,83,Nursing or other medical qualification not yet mentioned,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,8.333333333,0,1,2.5,0.666666667,1.666666667,No University Degree
5175,Female,50, A level/GCE in Applied Subjects or equivalent,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,10,Yes,Yes,Yes,Yes,5.5,5,0,0,0,0,No University Degree
5177,Male,56,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,10,Yes,Yes,Yes,Yes,5.333333333,3.5,0.333333333,0,0.166666667,0,University Degree
5179,Female,80,"Degree level qualification incl. foundation degrees, graduat",Retired,Widowed,1,0,House or bungalow,Owner,4,Yes,No,Yes,Yes,5.666666667,0,0,3.333333333,3,1,University Degree
5181,Female,34,GCSE/Vocational GCSE,Employed,Married/Partnership/Cohabiting,2,3,House or bungalow,Renter (Public),4,Yes,Yes,Yes,Yes,8.166666667,0,0.5,0,1.166666667,0,No University Degree
5183,Male,36,GCSE/Vocational GCSE,Employed,Married/Partnership/Cohabiting,2,3,House or bungalow,Renter (Public),4,Yes,Yes,Yes,Yes,8,0,0,0,5.333333333,0,No University Degree
5185,Male,95,Item not applicable,NA,NA,2,3,House or bungalow,Renter (Public),4,Yes,Yes,Yes,Yes,11.5,0,0,0,1.166666667,0,No University Degree
5187,Female,76,None of the above,Retired,Divorced/Separated,1,0,House or bungalow,Owner,3,Yes,Yes,Yes,Yes,7.666666667,0,0,1.166666667,1.833333333,0.5,No University Degree
5189,Female,52,O level or equivalent,Disabled,"Single, never married",1,0,Flat or maisonette,Renter (Private),3,Yes,Yes,No,Yes,7.333333333,0,0.166666667,0,6.166666667,0.5,No University Degree
5191,Male,63,"Degree level qualification incl. foundation degrees, graduat",Retired,Divorced/Separated,1,0,House or bungalow,Renter (Public),2,Yes,Yes,Yes,Yes,7.5,0,2.5,0,1.333333333,0,University Degree
5193,Male,79,"Degree level qualification incl. foundation degrees, graduat",Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,7,Yes,No,Yes,Yes,7,0,0,4.833333333,3,0.333333333,University Degree
5195,Female,67,"Degree level qualification incl. foundation degrees, graduat",Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,7,Yes,No,Yes,Yes,6.666666667,0,0.166666667,0,2.5,0,University Degree
5197,Male,49,O level or equivalent,Employed,Divorced/Separated,1,0,House or bungalow,Renter (Private),4,No,No,Yes,Yes,7,0,0,0.833333333,0,0,No University Degree
5199,Female,61,"Degree level qualification incl. foundation degrees, graduat",Employed,Divorced/Separated,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,6,1,2,0,3.833333333,0,University Degree
5201,Male,60,Other higher education qualification below degree level,Employed,Divorced/Separated,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,13,0,0,0.5,4.666666667,0,No University Degree
5203,Male,79,City and Guilds,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,7,0,0.5,1.833333333,3,0,No University Degree
5205,Female,78,"Degree level qualification incl. foundation degrees, graduat",Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,6.5,0,0,0.833333333,2.666666667,0,University Degree
5207,Male,91,O level or equivalent,Retired,Widowed,1,0,House or bungalow,Owner,5,Yes,Yes,No,No,8.666666667,0,0,2.833333333,2.666666667,0.333333333,No University Degree
5209,Male,72,Any other professional/vocational/foreign qualifications,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Renter (Public),3,Yes,Yes,Yes,Yes,9,0,0,0.166666667,10.16666667,0,No University Degree
5211,Female,66,NVQ / SVQ,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Renter (Public),3,Yes,Yes,Yes,Yes,8,0,0.5,2.666666667,1,0,No University Degree
5213,Female,31, A level/GCE in Applied Subjects or equivalent,Employed,Married/Partnership/Cohabiting,2,1,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,9.333333333,0,0,0,5,0,No University Degree
5215,Male,26,NVQ / SVQ,Employed,Married/Partnership/Cohabiting,2,1,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,8.666666667,10,0,0,1.666666667,0,No University Degree
5217,Male,71,"Degree level qualification incl. foundation degrees, graduat",Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,8,Yes,Yes,Yes,Yes,8.666666667,0,0.333333333,1.333333333,2.333333333,0,University Degree
5219,Female,69,"Degree level qualification incl. foundation degrees, graduat",Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,8,Yes,Yes,Yes,Yes,5.666666667,0,0.166666667,2.666666667,2.833333333,0,University Degree
5221,Male,81,Any other professional/vocational/foreign qualifications,Retired,Widowed,2,0,House or bungalow,Owner,6,Yes,No,Yes,Yes,7.166666667,0,3.166666667,0,1.833333333,0,No University Degree
5223,Female,79,"Degree level qualification incl. foundation degrees, graduat",Retired,Widowed,2,0,House or bungalow,Owner,6,Yes,No,Yes,Yes,7.666666667,0.333333333,3,2.166666667,3.166666667,0,University Degree
5225,Female,77,Nursing or other medical qualification not yet mentioned,Retired,Widowed,1,0,House or bungalow,Owner,9,Yes,No,Yes,Yes,8.166666667,0,0,1,0,0,No University Degree
5227,Female,77,None of the above,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,6,Yes,No,Yes,Yes,7.666666667,0,0,0.5,3.5,0,No University Degree
5229,Male,77,Any other professional/vocational/foreign qualifications,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,6,Yes,No,Yes,Yes,8.166666667,0,0,0,1,0,No University Degree
5231,Female,34,GCSE/Vocational GCSE,Employed,Married/Partnership/Cohabiting,2,3,House or bungalow,Renter (Public),6,Yes,Yes,Yes,Yes,9.5,12.33333333,0,0.166666667,0,0,No University Degree
5235,Female,66,O level or equivalent,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,4,Yes,No,Yes,Yes,8,0,0.5,0,2.333333333,0.5,No University Degree
5237,Male,71,City and Guilds,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,4,Yes,No,Yes,Yes,6,0,0,0,3.5,0,No University Degree
5239,Female,49,NVQ / SVQ,Unemployed,Divorced/Separated,1,2,House or bungalow,Renter (Public),5,Yes,No,Yes,Yes,4.5,0,0,0,5,0,No University Degree
5245,Male,59,"Degree level qualification incl. foundation degrees, graduat",Employed,Divorced/Separated,1,0,House or bungalow,Renter (Public),5,Yes,Yes,Yes,Yes,8,0,0,0,2.666666667,0,University Degree
5247,Female,78,None of the above,Retired,Widowed,1,0,House or bungalow,Owner,4,Yes,No,No,No,11,0,0,0,3.666666667,0,No University Degree
5249,Male,88,HNC / HND,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,4,Yes,No,No,No,10,0,0,1.166666667,2.333333333,0,No University Degree
5251,Female,83,O level or equivalent,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,4,Yes,No,No,No,10.16666667,0,0,1.166666667,1.833333333,0,No University Degree
5253,Male,25,NVQ / SVQ,Employed,Married/Partnership/Cohabiting,2,1,House or bungalow,Renter (Public),3,Yes,Yes,Yes,Yes,9.666666667,0,0,0,6,0,No University Degree
5255,Female,24,HNC / HND,Employed,Married/Partnership/Cohabiting,2,1,House or bungalow,Renter (Public),3,Yes,Yes,Yes,Yes,8.666666667,0,0,0,4,0,No University Degree
5257,Male,58,O level or equivalent,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,8,Yes,Yes,Yes,Yes,6.833333333,9.5,0,0,1.666666667,0,No University Degree
5259,Male,79,City and Guilds,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Renter (Private),3,Yes,Yes,Yes,Yes,6.833333333,0,0,0,6.666666667,0,No University Degree
5261,Female,75,Any other professional/vocational/foreign qualifications,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Renter (Private),3,Yes,Yes,Yes,Yes,7.833333333,0,0,0,5.166666667,0,No University Degree
5263,Male,63,NVQ / SVQ,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,7.333333333,0,0,0,4.166666667,0,No University Degree
5265,Female,56,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,8.333333333,0,0,0,2.833333333,0,University Degree
5267,Male,78,None of the above,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,7.666666667,0,0,0.5,0.166666667,0,No University Degree
5269,Female,76,None of the above,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,7.5,0,0,0.666666667,0,0,No University Degree
5271,Male,44,GCSE/Vocational GCSE,Employed,"Single, never married",1,0,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,6.666666667,6.166666667,1.333333333,0,0,0,No University Degree
5273,Female,69,None of the above,Retired,Divorced/Separated,1,0,Flat or maisonette,Living Rent Free,3,Yes,No,No,No,7.666666667,0,0,1,6.666666667,0,No University Degree
5275,Female,70,None of the above,Retired,Widowed,1,0,House or bungalow,Owner,4,Yes,No,No,No,9.166666667,0,0,3.333333333,3,0,No University Degree
5277,Female,52,Other higher education qualification below degree level,Employed,Married/Partnership/Cohabiting,4,0,House or bungalow,Owner,7,Yes,Yes,Yes,Yes,6.166666667,6.5,0,0.333333333,0.5,0,No University Degree
5279,Male,54,City and Guilds,Employed,Married/Partnership/Cohabiting,4,0,House or bungalow,Owner,7,Yes,Yes,Yes,Yes,10.16666667,3.666666667,0.166666667,0,0,0,No University Degree
5285,Female,35,GNVQ / GSVQ,Employed,Married/Partnership/Cohabiting,2,2,House or bungalow,Owner,7,Yes,Yes,Yes,Yes,8.166666667,7,0,0,2.166666667,0,No University Degree
5287,Male,42, A level/GCE in Applied Subjects or equivalent,Employed,Married/Partnership/Cohabiting,2,2,House or bungalow,Owner,7,Yes,Yes,Yes,Yes,6,7.166666667,0,0,3,0,No University Degree
5289,Female,77,None of the above,Retired,Widowed,1,0,House or bungalow,Owner,4,Yes,No,Yes,Yes,6.166666667,0,0,4.833333333,1.166666667,0,No University Degree
5291,Female,56,ONC / OND,Employed,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,10,Yes,Yes,Yes,Yes,7.5,0,1.166666667,3.5,2.333333333,0,No University Degree
5293,Male,58,HNC / HND,Employed,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,10,Yes,Yes,Yes,Yes,7.833333333,0,0.166666667,0.833333333,6.333333333,0,No University Degree
5297,Male,77,Diploma in higher education,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,9.5,0,0,2.5,5.333333333,1,No University Degree
5299,Female,78, A level/GCE in Applied Subjects or equivalent,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,9.666666667,0,0.833333333,0,3.666666667,0,No University Degree
5301,Female,47,cse,Disabled,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,3,Yes,Yes,Yes,Yes,8.333333333,0,0,0.5,3.166666667,0,No University Degree
5303,Male,52,cse,Disabled,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,3,Yes,Yes,Yes,Yes,12.5,0,0,0,5.666666667,0,No University Degree
5305,Male,75,"Degree level qualification incl. foundation degrees, graduat",Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,11,Yes,Yes,Yes,Yes,3.833333333,4.833333333,0.166666667,0,0.5,1,University Degree
